OrderNumber,InventoryStatus,PaymentStatus,Customer,ContactName,Phone,Email,BillingAddress1,BillingAddress2,BillingCity,BillingState,BillingCountry,BillingPostalCode,BillingAddressRemarks,ShipToCompanyName,ShippingAddress1,ShippingAddress2,ShippingCity,ShippingState,ShippingCountry,ShippingPostalCode,ShippingAddressRemarks,CurrencyCode,ExchangeRate,NonCustomerCost,OrderDate,OrderRemarks,Freight,InvoicedDate,DueDate,DatePaid,AmountPaid,RequestedShipDate,PONumber,SalesRep,Location,PricingScheme,PaymentTerms,PaymentMethod,TaxingScheme,Tax1Rate,Tax2Rate,CalculateTax2OnTax1,Tax1Name,Tax2Name,Tax1OnShipping,Tax2OnShipping,Sales Type,Sales Person,LPO Date,ItemName,ItemDescription,ItemQuantity,ItemQuantityUoM,ItemUnitPrice,ItemDiscount,ItemSubtotal,ItemSerials,SpecialTaxRate,IsCancelled
SO-002105,Fulfilled,Paid,FEDERAL MEDICAL CENTRE KATSINA,ALH. BALA,8035814160,fmckatsina@yahoo.com, Murtala Mohammed Way (Jibia Bypass), Murtala Mohammed Way (Jibia Bypass),KATSINA,KATSINA,NIGERIA,,,, Murtala Mohammed Way (Jibia Bypass), Murtala Mohammed Way (Jibia Bypass),KATSINA,KATSINA,NIGERIA,,,NGN,1,,8/27/2018 1:50:36 PM,,,8/27/2018 1:55:19 PM,8/27/2018 12:00:00 AM,12/14/2018 2:25:25 PM,1400000,,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,,Access Bank,No Tax,0,0,False,,,False,True,UNPAID,SAMUEL OLAJIDE,,APEL SPECTOPHOTOMETER PD 303,S/N:0307,1,,1400000,0 %,1400000,,Taxable,False
SO-002106,Unfulfilled,Paid,Firmcare Diagnostics and Medical Services,The Medical Director,,,"TSWANYA Centre. Suite A3 & A4, Muhammadu Buhari Way, ","Opposite NIPOST HQ Near Old CBN -AREA 11, Garki",Abuja,FCT,Nigeria,,,,"TSWANYA Centre. Suite A3 & A4, Muhammadu Buhari Way, ","Opposite NIPOST HQ Near Old CBN -AREA 11, Garki",Abuja,FCT,Nigeria,,,NGN,1,,8/27/2018 2:57:30 PM,,,8/27/2018 3:03:53 PM,,,0,,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,,,No Tax,0,0,False,,,False,True,EMERGENCY SUPPLY,JENNIFER EGBA,,,,,,,,,,,False
SO-002107,Fulfilled,Paid,CEDARCREST HOSPITAL ABUJA,OBINNA,8066807061,info@cedarcresthospitals.com,"Plot 195 Apo Dutse Road Off Oladipo Diya Way, Gudu District, Abuja.","Gudu District, Abuja.",APO,ABUJA,NIGERIA,,,,"Plot 195 Apo Dutse Road Off Oladipo Diya Way, Gudu District, Abuja.","Gudu District, Abuja.",APO,ABUJA,NIGERIA,,,NGN,1,,8/27/2018 3:50:13 PM,,,8/27/2018 4:39:05 PM,8/27/2018 12:00:00 AM,11/8/2018 4:31:34 PM,140900,8/27/2018 12:00:00 AM,,Chinenye Amobi,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,,Access Bank,No Tax,0,0,False,,,False,True,UNPAID,JENNIFER EGBA,,HBSAG KIT,"STRIP/ SERUM/PLAMA, HEPATITIS B VIRUS KIT(3.0MM). 2020/06, W00380617",3,,9600,0 %,28800,,Taxable,False
SO-002107,Fulfilled,Paid,CEDARCREST HOSPITAL ABUJA,OBINNA,8066807061,info@cedarcresthospitals.com,"Plot 195 Apo Dutse Road Off Oladipo Diya Way, Gudu District, Abuja.","Gudu District, Abuja.",APO,ABUJA,NIGERIA,,,,"Plot 195 Apo Dutse Road Off Oladipo Diya Way, Gudu District, Abuja.","Gudu District, Abuja.",APO,ABUJA,NIGERIA,,,NGN,1,,8/27/2018 3:50:13 PM,,,8/27/2018 4:39:05 PM,8/27/2018 12:00:00 AM,11/8/2018 4:31:34 PM,140900,8/27/2018 12:00:00 AM,,Chinenye Amobi,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,,Access Bank,No Tax,0,0,False,,,False,True,UNPAID,JENNIFER EGBA,,SYPHILIS KIT,"STRIP/SERU/PLASMA, VDRL kit(3.0MM). 2020/06, W0380618",3,,11600,0 %,34800,,Taxable,False
SO-002107,Fulfilled,Paid,CEDARCREST HOSPITAL ABUJA,OBINNA,8066807061,info@cedarcresthospitals.com,"Plot 195 Apo Dutse Road Off Oladipo Diya Way, Gudu District, Abuja.","Gudu District, Abuja.",APO,ABUJA,NIGERIA,,,,"Plot 195 Apo Dutse Road Off Oladipo Diya Way, Gudu District, Abuja.","Gudu District, Abuja.",APO,ABUJA,NIGERIA,,,NGN,1,,8/27/2018 3:50:13 PM,,,8/27/2018 4:39:05 PM,8/27/2018 12:00:00 AM,11/8/2018 4:31:34 PM,140900,8/27/2018 12:00:00 AM,,Chinenye Amobi,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,,Access Bank,No Tax,0,0,False,,,False,True,UNPAID,JENNIFER EGBA,,HCV KIT,"STRIP/SERUM/PLASMA, HCV KIT(3.0MM). 2020/06,W00580614",3,,11600,0 %,34800,,Taxable,False
SO-002107,Fulfilled,Paid,CEDARCREST HOSPITAL ABUJA,OBINNA,8066807061,info@cedarcresthospitals.com,"Plot 195 Apo Dutse Road Off Oladipo Diya Way, Gudu District, Abuja.","Gudu District, Abuja.",APO,ABUJA,NIGERIA,,,,"Plot 195 Apo Dutse Road Off Oladipo Diya Way, Gudu District, Abuja.","Gudu District, Abuja.",APO,ABUJA,NIGERIA,,,NGN,1,,8/27/2018 3:50:13 PM,,,8/27/2018 4:39:05 PM,8/27/2018 12:00:00 AM,11/8/2018 4:31:34 PM,140900,8/27/2018 12:00:00 AM,,Chinenye Amobi,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,,Access Bank,No Tax,0,0,False,,,False,True,UNPAID,JENNIFER EGBA,,SEDI RATE STAND FOR ESR TUBES,Sedi Rate tube stand. 2018/09,1,,0,0 %,0,,Taxable,False
SO-002107,Fulfilled,Paid,CEDARCREST HOSPITAL ABUJA,OBINNA,8066807061,info@cedarcresthospitals.com,"Plot 195 Apo Dutse Road Off Oladipo Diya Way, Gudu District, Abuja.","Gudu District, Abuja.",APO,ABUJA,NIGERIA,,,,"Plot 195 Apo Dutse Road Off Oladipo Diya Way, Gudu District, Abuja.","Gudu District, Abuja.",APO,ABUJA,NIGERIA,,,NGN,1,,8/27/2018 3:50:13 PM,,,8/27/2018 4:39:05 PM,8/27/2018 12:00:00 AM,11/8/2018 4:31:34 PM,140900,8/27/2018 12:00:00 AM,,Chinenye Amobi,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,,Access Bank,No Tax,0,0,False,,,False,True,UNPAID,JENNIFER EGBA,,"MICROTAINER LH TUBES, ","MICROTAINER LH TUBES, 365966 200 PCS. 2019/01,721485N",5,,8500,0 %,42500,,Taxable,False
SO-002107,Fulfilled,Paid,CEDARCREST HOSPITAL ABUJA,OBINNA,8066807061,info@cedarcresthospitals.com,"Plot 195 Apo Dutse Road Off Oladipo Diya Way, Gudu District, Abuja.","Gudu District, Abuja.",APO,ABUJA,NIGERIA,,,,"Plot 195 Apo Dutse Road Off Oladipo Diya Way, Gudu District, Abuja.","Gudu District, Abuja.",APO,ABUJA,NIGERIA,,,NGN,1,,8/27/2018 3:50:13 PM,,,8/27/2018 4:39:05 PM,8/27/2018 12:00:00 AM,11/8/2018 4:31:34 PM,140900,8/27/2018 12:00:00 AM,,Chinenye Amobi,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,,Access Bank,No Tax,0,0,False,,,False,True,UNPAID,JENNIFER EGBA,,"MICROTAINER Z TUBES PLAIN,  ","MICROTAINER Z TUBES PLAIN, 365964, 200PCS. 2019/09",1,,0,0 %,0,,Taxable,False
SO-002108,Fulfilled,Paid,DOT VENTURES,DOT VENTURES,7088307464,,,,,,,,,,,,,,,,,NGN,1,,8/27/2018 4:51:04 PM,,2500,8/27/2018 4:57:15 PM,,8/28/2018 2:12:22 PM,86455.79,,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,,Access Bank,No Tax,0,0,False,,,False,True,PAID,,,"UREA UV SL, 2X62.5M+STD","Urea UV SL, URSL-0420, 2 x 62,5 ml.",2,,12195.31,0 %,24390.62,,Taxable,False
SO-002108,Fulfilled,Paid,DOT VENTURES,DOT VENTURES,7088307464,,,,,,,,,,,,,,,,,NGN,1,,8/27/2018 4:51:04 PM,,2500,8/27/2018 4:57:15 PM,,8/28/2018 2:12:22 PM,86455.79,,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,,Access Bank,No Tax,0,0,False,,,False,True,PAID,,,"GLUCOSE PAP SL+STD, 4X250  ML ","4X250  ML, GPSL-0707",1,,15823.44,0 %,15823.44,,Taxable,False
